iter	Logloss
229	0.08426468353
230	0.08373040623
231	0.08334466888
232	0.08267998178
233	0.08211139483
234	0.08181465867
235	0.0813463264
236	0.08101781274
237	0.08063949867
238	0.08014275776
239	0.07980095533
240	0.07929980076
241	0.0789330697
242	0.07864378009
243	0.07829885948
244	0.07793601871
245	0.07763118537
246	0.07723623175
247	0.07691429107
248	0.07639795655
249	0.07608079975
250	0.07575226024
251	0.07543976456
252	0.07506445753
253	0.07474662553
254	0.07442415245
255	0.07401268463
256	0.07369942458
257	0.07330548408
258	0.07293136075
259	0.0726082409
260	0.07229866051
261	0.07195075741
262	0.07148232176
263	0.07123821021
264	0.070962378
265	0.0707910287
266	0.07045092686
267	0.07010844148
268	0.069761934
269	0.0694991922
270	0.0690587394
271	0.06874816528
272	0.06843974597
273	0.06813379355
274	0.06776300355
275	0.06743904116
276	0.0670837768
277	0.06678183809
278	0.0665387319
279	0.06611712321
280	0.06578420365
281	0.06550100761
282	0.06510572446
283	0.06475534672
284	0.06432021666
285	0.06409703231
286	0.06381585411
287	0.06351027773
288	0.06324091061
289	0.06288005989
290	0.06257162637
291	0.06234434239
292	0.06203633725
293	0.0618141111
294	0.06154058748
295	0.06118759489
296	0.06100647753
297	0.0606680233
298	0.06034261037
299	0.06005053921
300	0.05978507918
301	0.05957562555
302	0.05939405204
303	0.05908144005
304	0.0588153927
305	0.05854285248
306	0.05828311579
307	0.05807633322
308	0.05787216874
309	0.05768417666
310	0.05744881875
311	0.05731143086
312	0.05708266015
313	0.05673592071
314	0.05646568973
315	0.05626246664
316	0.05606373345
317	0.05583961223
318	0.05560703782
319	0.05543139569
320	0.05508780932
321	0.05493349305
322	0.05479009494
323	0.05454026134
324	0.05434060032
325	0.05410872695
326	0.05389187846
327	0.05361920127
328	0.05345075176
329	0.05327283335
330	0.05301638218
331	0.0528106515
332	0.05258234988
333	0.05229089512
334	0.05211002975
335	0.05192755942
336	0.05173226294
337	0.05153081411
338	0.05131123253
339	0.05105392849
340	0.05085229421
341	0.05064517954
342	0.05044762358
343	0.05020115111
344	0.0500034866
345	0.04979532973
346	0.04954316235
347	0.04930775857
348	0.04913018066
349	0.04897585019
350	0.04877853135
351	0.04857824036
352	0.04837931915
353	0.04815659937
354	0.04791209304
355	0.04773534604
356	0.04755319619
357	0.04737319985
358	0.04719694843
359	0.04699001984
360	0.04685817889
361	0.04668922282
362	0.04653714537
363	0.04640425382
364	0.04622635027
365	0.04603017313
366	0.04582717296
367	0.04567246321
368	0.0455667811
369	0.04538557781
370	0.04521061088
371	0.04509710103
372	0.04490295335
373	0.04476689452
374	0.04463231725
375	0.04448369073
376	0.04432057753
377	0.04419682213
378	0.04408465233
379	0.04395193524
380	0.04378378747
381	0.04364586781
382	0.04349436023
383	0.04332447569
384	0.04317193367
385	0.04300493212
386	0.04281434134
387	0.0427205834
388	0.04262742053
389	0.04249087
390	0.04232240369
391	0.04219321894
392	0.04205330536
393	0.04191025486
394	0.04175570858
395	0.04166051883
396	0.0415451055
397	0.04143936007
398	0.04128851412
399	0.04113067456
400	0.04097909721
401	0.04085044421
402	0.04066572732
403	0.04055481616
404	0.04041471455
405	0.04028039508
406	0.04012263435
407	0.03992851252
408	0.03979703921
409	0.0396371605
410	0.03955751577
411	0.03945933965
412	0.03932672529
413	0.03920318053
414	0.03911201547
415	0.03892670996
416	0.03879589569
417	0.03866971541
418	0.03854752233
419	0.03841186991
420	0.03830420486
421	0.03821600291
422	0.03811890775
423	0.03798272487
424	0.03788640183
425	0.03767173594
426	0.03757313661
427	0.03747389181
428	0.0374207516
429	0.03733832145
430	0.03720389149
431	0.03708395725
432	0.03694933798
433	0.03679624095
434	0.03669482324
435	0.0365679697
436	0.03641571714
437	0.03628894501
438	0.03615750724
439	0.03601534257
440	0.03592718261
441	0.03582384464
442	0.03573588886
443	0.03563512438
444	0.03551038688
445	0.03537867709
446	0.03528213113
447	0.0351396266
448	0.03504824703
449	0.03493180185
450	0.03482015863
451	0.03473961838
452	0.03463167227
453	0.03445577363
454	0.03439420478
455	0.03426629999
456	0.03413010677
457	0.03402135818
458	0.03386347727
459	0.03374323031
460	0.03362312162
461	0.03356522015
462	0.03344495897
463	0.03333211139
464	0.03322549241
465	0.03310369476
466	0.03302242827
467	0.03293796865
468	0.03283952051
469	0.03271900606
470	0.03262431964
471	0.03253458767
472	0.03245409911
473	0.03238691289
474	0.03230417066
475	0.03221111117
476	0.0321396011
477	0.03202618235
478	0.03195460637
479	0.03184337926
480	0.03175303736
481	0.03164918377
482	0.03152981942
483	0.03143179901
484	0.03131840223
485	0.03123620403
486	0.03113295909
487	0.0310304404
488	0.03094540702
489	0.03082673272
490	0.03072348778
491	0.0306496155
492	0.03055788702
493	0.03045611394
494	0.03038661073
495	0.03030565567
496	0.03019214258
497	0.03011627507
498	0.02998886134
499	0.0299386836
500	0.02986764908
501	0.02977638839
502	0.0297419088
503	0.0296762164
504	0.02960820314
505	0.02955151509
506	0.02945158734
507	0.02941415239
508	0.02931914937
509	0.02925261831
510	0.02918720891
511	0.02909959235
512	0.02898332162
513	0.0288856527
514	0.02880409029
515	0.02874458256
516	0.02866976952
517	0.02858676109
518	0.02850936486
519	0.02843317688
520	0.02832964507
521	0.02826213578
522	0.02818565705
523	0.02811669786
524	0.02801637469
525	0.0279460005
526	0.02786947524
527	0.02780424159
528	0.0277588361
529	0.02765957902
530	0.02754605947
531	0.0274777154
532	0.02740434838
533	0.02735222194
534	0.02728445549
535	0.02723555449
536	0.02717402569
537	0.02708494243
538	0.02704056556
539	0.02697855606
540	0.02690581319
541	0.02687060736
542	0.0268010279
543	0.02672907589
544	0.02665986214
545	0.02659200653
546	0.02651995372
547	0.02648352026
548	0.0264194884
549	0.0263409382
550	0.02626939195
551	0.02623201257
552	0.02618329893
553	0.02611267534
554	0.0260547196
555	0.02598202196
556	0.02591890888
557	0.02586469288
558	0.02581533055
559	0.02573121079
560	0.02564469263
561	0.02557172491
562	0.02551157106
563	0.02546787262
564	0.0254271192
565	0.02538482542
566	0.0253481852
567	0.02528297869
568	0.0252107398
569	0.02514715505
570	0.02508223671
571	0.02503161314
572	0.0249627974
573	0.02490789651
574	0.02483942838
575	0.02479039169
576	0.02472001621
577	0.02464342376
578	0.02456405557
579	0.02450814803
580	0.02448503112
581	0.02443560546
582	0.02438429442
583	0.02430425814
584	0.02424206256
585	0.024182277
586	0.024086487
587	0.02404343597
588	0.02397045921
589	0.02393333569
590	0.02386691318
591	0.0237794659
592	0.02370853347
593	0.02365952003
594	0.02359555795
595	0.02353081018
596	0.02346515139
597	0.02340723699
598	0.02333999003
599	0.02329335303
600	0.02324650798
601	0.02319392667
602	0.02313338256
603	0.02307711061
604	0.02298925756
605	0.02292440254
606	0.02287888979
607	0.02282337897
608	0.02276271339
609	0.02270451471
610	0.02263953563
611	0.02259663062
612	0.02255101062
613	0.02249610327
614	0.02245660074
615	0.02241572972
616	0.02237954695
617	0.02232236785
618	0.02228338092
619	0.02223693258
620	0.02220055211
621	0.02215964749
622	0.02209959702
623	0.02203093376
624	0.02198874207
625	0.0219586238
626	0.02190569358
627	0.02186797822
628	0.02181443677
629	0.02176991388
630	0.02170195877
631	0.02166030724
632	0.02159623143
633	0.02153460443
634	0.0215006482
635	0.02144768051
636	0.02140069848
637	0.02133239446
638	0.02127681386
639	0.02123972652
640	0.02119767181
641	0.02115063293
642	0.02111931028
643	0.02106150314
644	0.0209986511
645	0.02094380319
646	0.02089166383
647	0.02086772634
648	0.02084226402
649	0.02079983197
650	0.02076754402
651	0.02072961285
652	0.02068298877
653	0.02062741075
654	0.02056596208
655	0.02050903238
656	0.02050090547
657	0.020463508
658	0.02041030512
659	0.02038672558
660	0.02034620606
661	0.02030398464
662	0.02025231049
663	0.02022211597
664	0.02015642357
665	0.02010873857
666	0.02006610751
667	0.02002108582
668	0.01994397776
669	0.01989859294
670	0.01984634374
671	0.01980062035
672	0.01975534279
673	0.01970801056
674	0.01967816624
675	0.01963040628
676	0.01959968582
677	0.01954816803
678	0.0194781337
679	0.01941802767
680	0.01939864275
681	0.01935406041
682	0.01931376186
683	0.01928652011
684	0.01922332433
685	0.019186803
686	0.01914348576
687	0.01910015561
688	0.0190563848
689	0.01900609464
690	0.01897308045
691	0.01891580184
692	0.0188587778
693	0.01880167106
694	0.01876713978
695	0.01873079419
696	0.01869100607
697	0.0186308884
698	0.01858259863
699	0.01853191562
700	0.0184892962
701	0.01844071825
702	0.01840572822
703	0.0183807479
704	0.01833608028
705	0.01829966879
706	0.01826190948
707	0.01823105851
708	0.01820358416
709	0.01816225698
710	0.01813648451
711	0.01809516638
712	0.01805708531
713	0.0180196943
714	0.01797689397
715	0.01794886395
716	0.01791947321
717	0.01786624707
718	0.01782065162
719	0.01778900333
720	0.01775103339
721	0.01771065213
722	0.0176698173
723	0.01762987928
724	0.01758739166
725	0.01754978485
726	0.01750500222
727	0.01747126566
728	0.01745608699
729	0.01741626786
730	0.01737671364
731	0.01730192257
732	0.0172749341
733	0.0172382745
734	0.01720576558
735	0.01717980057
736	0.01716956343
737	0.01713275651
738	0.01710981664
739	0.01708275064
740	0.017038335
741	0.01700035214
742	0.01696711827
743	0.01694162751
744	0.01688261601
745	0.01686305793
746	0.01683431072
747	0.01680476879
748	0.01677219008
749	0.01674481136
750	0.01671263842
751	0.01670693576
752	0.01666080144
753	0.01662194244
754	0.01661827765
755	0.01658345819
756	0.0165592067
757	0.01651609235
758	0.01647269629
759	0.01644235962
760	0.0163927957
761	0.01636348249
762	0.01632967874
763	0.01632454466
764	0.01629295065
765	0.01627357995
766	0.01622652038
767	0.01619382279
768	0.01617275796
769	0.01615283935
770	0.01609723032
771	0.01607216212
772	0.01602970423
773	0.01599510188
774	0.01597560454
775	0.01594337991
776	0.01591456809
777	0.01588153581
778	0.01584902042
779	0.01582855132
780	0.01579972011
781	0.0157716242
782	0.0157411764
783	0.01569962308
784	0.01567115887
785	0.01564180043
786	0.01562324643
787	0.01560267653
788	0.01555047255
789	0.01550505155
790	0.0154799588
791	0.0154567075
792	0.01541743111
793	0.01538817605
794	0.01533790397
795	0.0153026878
796	0.0152670284
797	0.01523811578
798	0.01520097159
799	0.01516692231
800	0.01515016711
801	0.015146921
802	0.0151096114
803	0.01508265782
804	0.015078365
805	0.01506020642
806	0.01504011464
807	0.01502666628
808	0.0149924193
809	0.01496072449
810	0.01494896896
811	0.01491567048
812	0.01489002466
813	0.01485218136
814	0.0148240764
815	0.01480387349
816	0.01478545905
817	0.01475927048
818	0.0147225411
819	0.01470353868
820	0.0146628615
821	0.014622121
822	0.01458847361
823	0.01455240586
824	0.01452863378
825	0.01449542317
826	0.01447571907
827	0.01444236631
828	0.01441864205
829	0.01439422902
830	0.01437025277
831	0.01435096736
832	0.01432682828
833	0.01428613818
834	0.01425656394
835	0.0142315022
836	0.01420549326
837	0.01419154351
838	0.01417241445
839	0.01414725322
840	0.01411957469
841	0.01408451359
842	0.01407564236
843	0.01404714455
844	0.01401983173
845	0.0139958697
846	0.0139897897
847	0.01395268686
848	0.01392852065
849	0.01390318367
850	0.01388032133
851	0.01384521888
852	0.01381954333
853	0.01378341354
854	0.01375423085
855	0.01373648579
856	0.0137128985
857	0.01369618723
858	0.01367134001
859	0.01363685654
860	0.01360895446
861	0.01358032227
862	0.01357408591
863	0.01354811056
864	0.0135308139
865	0.01348602739
866	0.01348504658
867	0.01345478487
868	0.01342824352
869	0.01340995442
870	0.01340642919
871	0.01337975344
872	0.01335579011
873	0.01335394867
874	0.01335162522
875	0.01332084015
876	0.01329880614
877	0.01328827566
878	0.01326681023
879	0.01324186092
880	0.01322191259
881	0.01321993805
882	0.0131987918
883	0.01319664281
884	0.01318579315
885	0.01317061448
886	0.01313954511
887	0.01310752078
888	0.01308173022
889	0.01304672469
890	0.0130218219
891	0.01300427713
892	0.01299356445
893	0.01299173334
894	0.01297780686
895	0.0129666393
896	0.01292963855
897	0.01292583419
898	0.0129181376
899	0.01289638013
900	0.01287421172
901	0.0128733162
902	0.01284186175
903	0.01280139908
904	0.01278576166
905	0.01275543663
906	0.01273767606
907	0.01273605042
908	0.01270800748
909	0.01270584427
910	0.01267853403
911	0.012653922
912	0.01265240491
913	0.01262687926
914	0.01259955998
915	0.01259767331
916	0.01257939713
917	0.01257701424
918	0.01253942293
919	0.01251901198
920	0.01249617807
921	0.01246643454
922	0.01243185803
923	0.01240747602
924	0.0123799293
925	0.01236534636
926	0.01234166344
927	0.01232594979
928	0.01229873776
929	0.01226863499
930	0.01225873771
931	0.01223932566
932	0.01221993299
933	0.01219870146
934	0.01217298068
935	0.0121489101
936	0.01212290632
937	0.01208990118
938	0.01208715516
939	0.0120657802
940	0.01204162045
941	0.0120215248
942	0.01201332552
943	0.01198671827
944	0.01196668335
945	0.01196487551
946	0.01195264832
947	0.01192262179
948	0.01190934401
949	0.01188133984
950	0.01184947962
951	0.01183994805
952	0.01183689707
953	0.01181085452
954	0.01179973349
955	0.01179784423
956	0.01176700489
957	0.01174428082
958	0.01171487069
959	0.01170060434
960	0.01168014687
961	0.01166242248
962	0.01165750938
963	0.01162839517
964	0.01160168066
965	0.0115758901
966	0.01157309757
967	0.01155295411
968	0.01152799446
969	0.0115038541
970	0.01148378041
971	0.01146278278
972	0.0114600975
973	0.01145349415
974	0.01143139165
975	0.01140714532
976	0.01139334805
977	0.01137689523
978	0.01137418153
979	0.01135893566
980	0.011356797
981	0.01135391788
982	0.01132548211
983	0.01130302553
984	0.01130179403
985	0.01127690933
986	0.01127359861
987	0.01125520096
988	0.01122980712
989	0.01121103085
990	0.01119570745
991	0.01119380786
992	0.01116993111
993	0.01114294264
994	0.01113229715
995	0.01111043243
996	0.01110178733
997	0.01109637671
998	0.01108099775
999	0.01106883775
